Authors,Year,Study Type,Organism,Common Name,Functional group,Habitat,AI,AI type,Application Rate,Application Units,Dose,Dose Units,Conversion,Individuals (n),Fitness measure,n measure,Response measure,Notes,Mean,SE,SD,Treatment,Replicates,No. Sample Periods,Study Location,Data Source,Graph Digitizer
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (96 hr),28,5.48,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total nymphs per treatment,survival,percent nymph mortality (96 hr),74,7.58,,3,5,,Oregon ,table 2,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (24 hr),2,2.24,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (24 hr),18,9.62,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (24 hr),82.7,7.42,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (48 hr),14,2.24,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (48 hr),28,9.62,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (48 hr),88.3,4.25,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (96 hr),2,2.24,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,17.8,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (96 hr),28,9.62,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,50,survival,total adults per treatment,survival,percent adult mortality (96 hr),94.3,2.61,,3,5,,Oregon ,table 3,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,16,reproduction,adults: 1st 16 d,fecundity,percent fecundity,72,12.18,,3,4,,Oregon ,table 4,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,13,reproduction,adults: 1st 16 d,fecundity,percent fecundity,68.8,16.98,,3,4,,Oregon ,table 4,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,control,not specified,,,0,mg/L,,16,reproduction,adults: 1st 16 d,eggs hatched,percent egg hatch,63.7,4.82,,3,4,,Oregon ,table 4,N
Kim et al.,2006,lab,Deraeocoris brevis,predaceous bug,predator,,ACT,not specified,,,178,mg/L,,13,reproduction,adults: 1st 16 d,eggs hatched,percent egg hatch,73.9,8.4,,3,4,,Oregon ,table 4,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,control,not specified,,,0,mg/L,,30,survival,adult females per treatment,longevity,longevity of females (days),3.5,0.4,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,DNT,not specified,,,0.07,mg/L,,30,survival,adult females per treatment,longevity,longevity of females (days),1.9,0.2,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,IMI,not specified,,,1.51,mg/L,,30,survival,adult females per treatment,longevity,longevity of females (days),2.9,0.3,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,THX,not specified,,,0.09,mg/L,,30,survival,adult females per treatment,longevity,longevity of females (days),3.2,0.4,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,control,not specified,,,0,mg/L,,30,reproduction,adult females per treatment,oviposition,percent of ovipositing females,90,9.4,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,DNT,not specified,,,0.07,mg/L,,30,reproduction,adult females per treatment,oviposition,percent of ovipositing females,43.1,7.1,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,IMI,not specified,,,1.51,mg/L,,30,reproduction,adult females per treatment,oviposition,percent of ovipositing females,89.5,10.3,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,THX,not specified,,,0.09,mg/L,,30,reproduction,adult females per treatment,oviposition,percent of ovipositing females,42.2,2.3,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,control,not specified,,,0,mg/L,,30,reproduction,adult females per treatment,offspring,offspring per female,39.9,4.6,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,DNT,not specified,,,0.07,mg/L,,30,reproduction,adult females per treatment,offspring,offspring per female,9.8,2.9,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,IMI,not specified,,,1.51,mg/L,,30,reproduction,adult females per treatment,offspring,offspring per female,32.1,4.2,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,THX,not specified,,,0.09,mg/L,,30,reproduction,adult females per treatment,offspring,offspring per female,14.4,3.7,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,control,not specified,,,0,mg/L,,30,reproduction,adult females per treatment,emergence,emergence percent,96,2.3,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,DNT,not specified,,,0.07,mg/L,,30,reproduction,adult females per treatment,emergence,emergence percent,93.5,3.2,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,IMI,not specified,,,1.51,mg/L,,30,reproduction,adult females per treatment,emergence,emergence percent,46.3,3.6,,4,,,Oregon ,table 3,N
Li et al.,2014,lab,Trichogramma ostriniae,parasitoid wasp,parasitoid,,THX,not specified,,,0.09,mg/L,,30,reproduction,adult females per treatment,emergence,emergence percent,79.6,8.5,,4,,,Oregon ,table 3,N
